"id","title","summary","venue","year","authors","citationCount","referenceCount","influentialCitationCount","url"
"86d84c1c9b0a500f930696ab27c83a4b30477560","Simple and Effective Paraphrastic Similarity from Parallel Translations","A model and methodology for learning paraphrastic sentence embeddings directly from bitext is presented, removing the time-consuming intermediate step of creating para-phrase corpora and is shown to be orders of magnitude faster than more complex state-of-the-art baselines.","Annual Meeting of the Association for Computational Linguistics",2019,"J. Wieting,Kevin Gimpel,Graham Neubig,Taylor Berg-Kirkpatrick",41,41,3,"https://www.semanticscholar.org/paper/86d84c1c9b0a500f930696ab27c83a4b30477560"
"101141b047d119ef9c8fda8dd83d3d9eb3fbfd1f","Improved Lexically Constrained Decoding for Translation and Monolingual Rewriting","","North American Chapter of the Association for Computational Linguistics",2019,"J. E. Hu,Huda Khayrallah,Ryan Culkin,Patrick Xia,Tongfei Chen,Matt Post,Benjamin Van Durme",99,48,10,"https://www.semanticscholar.org/paper/101141b047d119ef9c8fda8dd83d3d9eb3fbfd1f"
"7262bc3674c4c063526eaf4d2dcf54eecea7bf77","ParaNMT-50M: Pushing the Limits of Paraphrastic Sentence Embeddings with Millions of Machine Translations","This work uses ParaNMT-50M, a dataset of more than 50 million English-English sentential paraphrase pairs, to train paraphrastic sentence embeddings that outperform all supervised systems on every SemEval semantic textual similarity competition, in addition to showing how it can be used for paraphrase generation.","Annual Meeting of the Association for Computational Linguistics",2017,"J. Wieting,Kevin Gimpel",280,69,41,"https://www.semanticscholar.org/paper/7262bc3674c4c063526eaf4d2dcf54eecea7bf77"
"0ee468b9b709a2610c4b574d67218e7960350224","SwitchOut: an Efficient Data Augmentation Algorithm for Neural Machine Translation","An extremely simple data augmentation strategy for NMT: randomly replacing words in both the source sentence and the target sentence with other random words from their corresponding vocabularies is proposed.","Conference on Empirical Methods in Natural Language Processing",2018,"Xinyi Wang,Hieu Pham,Zihang Dai,Graham Neubig",167,26,22,"https://www.semanticscholar.org/paper/0ee468b9b709a2610c4b574d67218e7960350224"
"57a10537978600fd33dcdd48922c791609a4851a","Sequence-Level Knowledge Distillation","It is demonstrated that standard knowledge distillation applied to word-level prediction can be effective for NMT, and two novel sequence-level versions of knowledge distilling are introduced that further improve performance, and somewhat surprisingly, seem to eliminate the need for beam search.","Conference on Empirical Methods in Natural Language Processing",2016,"Yoon Kim,Alexander M. Rush",705,66,49,"https://www.semanticscholar.org/paper/57a10537978600fd33dcdd48922c791609a4851a"
"27902aaa105053b15b66ad2b3384b91734878edf","Improving Simultaneous Translation by Incorporating Pseudo-References with Fewer Reorderings","This work proposes a novel method that rewrites the target side of existing full-sentence corpora into simultaneous-style translation, and shows substantial improvements on Zh\rightarrowEn and Ja\ rightarrowEn simultaneous translation with the addition of these generated pseudo-references.","Conference on Empirical Methods in Natural Language Processing",2020,"Junkun Chen,Renjie Zheng,Atsuhito Kita,Mingbo Ma,Liang Huang",9,30,3,"https://www.semanticscholar.org/paper/27902aaa105053b15b66ad2b3384b91734878edf"
"9a716bf565445740f47243bfde06398ded224cb4","Multi-Reference Training with Pseudo-References for Neural Translation and Text Generation","This work investigates several different ways of utilizing multiple human references during training and proposes an algorithm to generate exponentially many pseudo-references by first compressing existing human references into lattices and then traversing them to generate new pseudo-References.","Conference on Empirical Methods in Natural Language Processing",2018,"Renjie Zheng,Mingbo Ma,Liang Huang",22,21,1,"https://www.semanticscholar.org/paper/9a716bf565445740f47243bfde06398ded224cb4"
"2730fad5b82aac0bdd76d72b5deb8d256b71f45b","Improving Simultaneous Translation with Pseudo References","This work proposes a novel method that rewrites the target side of existing full-sentence corpus into simultaneous-style translation, and demonstrates about +2.7 BLEU improvements with the addition of newly generated pseudo references.","ArXiv",2020,"Junkun Chen,Renjie Zheng,Atsuhito Kita,Mingbo Ma,Liang Huang",2,25,2,"https://www.semanticscholar.org/paper/2730fad5b82aac0bdd76d72b5deb8d256b71f45b"
"386f3fed6c4d3af27e6ff5e13263ac90ce085ba0","Improving data augmentation for low resource speech-to-text translation with diverse paraphrasing","A target-side data augmentation method for low-resource language speech translation which generates large-scale target- side paraphrases based on a paraphrase generation model which incorporates several statistical machine translation features and the commonly used recurrent neural network feature.","Neural Networks",2022,"Chenggang Mi,Lei Xie,Yanning Zhang",8,41,1,"https://www.semanticscholar.org/paper/386f3fed6c4d3af27e6ff5e13263ac90ce085ba0"
"8c331703728000f7e6ea6de0ad22b65afb9d3623","Bridging the Gap between Training and Inference: Multi-Candidate Optimization for Diverse Neural Machine Translation","This paper proposes a multi-candidate optimization framework to score the diversity and the quality of candidate translations during training, and optimize the diverse NMT model with two strate-gies based on reinforcement learning, namely hard constrained training and soft constrained training.","NAACL-HLT",2022,"Huan Lin,Baosong Yang,Liang Yao,Dayiheng Liu,Haibo Zhang,Jun Xie,M. Zhang,Jinsong Su",3,45,0,"https://www.semanticscholar.org/paper/8c331703728000f7e6ea6de0ad22b65afb9d3623"
"1743eb03ec333cf70e22f39e2cd45c61a0052ffc","Multi-Referenced Training for Dialogue Response Generation","This work first analyzes the training objective of dialogue models from the view of Kullback-Leibler divergence and shows that the gap between the real world probability distribution and the single-referenced data's probability distribution prevents the model from learning the one-to-many relations efficiently.","SIGDIAL Conferences",2020,"Tianyu Zhao,Tatsuya Kawahara",7,38,1,"https://www.semanticscholar.org/paper/1743eb03ec333cf70e22f39e2cd45c61a0052ffc"
"fb243dfd1234b8f76dfda740a62402663da74085","Exploring Data Augmentation for Code Generation Tasks","Focusing on data utilization for downstream tasks, this work proposes and adapt augmentation methods that yield consistent improvements in code translation and summarization by up to 6.9% and 7.5% respectively.","ArXiv",2023,"Pinzhen Chen,Gerasimos Lampouras",3,28,0,"https://www.semanticscholar.org/paper/fb243dfd1234b8f76dfda740a62402663da74085"
